"convocation","full_name","birthday"
2,"Шаров Ігор Федорович","10.8.1961"
2,"Швидкий Петро Євдокимович","20.11.1941"
2,"Шевченко Віктор Іванович","1.8.1941"
2,"Шевченко Віталій Федорович","23.6.1954"
2,"Шевченко Володимир Іванович","10.11.1957"
2,"Шейко Петро Володимирович","5.1.1946"
2,"Шеренін Юрій Леонідович","28.8.1957"
2,"Шестаков Віктор Петрович","28.10.1948"
2,"Шеховцов Олексій Дмитрович","10.3.1957"
2,"Шибко Віталій Якович","29.11.1948"
2,"Шишкін Віктор Іванович","14.3.1952"
2,"Шкрабак Павло Ананійович","23.7.1941"
2,"Шпек Роман Васильович","10.11.1954"
2,"Штепа (Піменова) Наталія Петрівна","16.11.1951"
2,"Шулежко Марія Яківна","1.3.1956"
2,"Щербань Володимир Петрович","26.1.1950"
2,"Щербань Євген Олександрович","18.1.1946"
2,"Юрковський Анатолій Вільгельмович","15.9.1929"
2,"Юрковський Віталій Станіславович","14.4.1935"
2,"Юхимчук Анатолій Петрович","19.4.1959"
2,"Юхновський Ігор Рафаїлович","1.4.1925"
2,"Яблонський Валентин Андрійович","8.12.1930"
2,"Яворівський Володимир Олександрович","11.10.1942"
2,"Ягоферов Анатолій Миколайович","5.10.1948"
2,"Яковенко Валентин Петрович","10.10.1945"
2,"Яковенко Олександр Миколайович","25.8.1952"
2,"Ямковий Іван Олексійович","3.4.1943"
2,"Янко Станіслав Васильович","21.11.1941"
2,"Яровенко Володимир Сергійович","4.5.1937"
2,"Ярошинський Богдан Харитонович","4.12.1947"
2,"Яценко Володимир Михайлович","3.4.1951"
3,"Абдуллін Олександр Рафкатович","1962"
3,"Абрамов Федір Михайлович","7.1.1930"
3,"Агафонов Микола Іванович","23.5.1948"
3,"Акопян Валерій Григорович","20.7.1958"
3,"Александровська Алла Олександрівна","7.12.1948"
3,"Алексєєв Володимир Геннадійович","16.10.1953"
3,"Альохін Володимир Ілліч","3.8.1957"
3,"Альошин Валерій Борисович","1.1.1957"
3,"Ананко Євген Павлович","23.2.1958"
3,"Анастасієв Валентин Олексійович","1925"
3,"Андреічев Олег Анатолійович","1953"
3,"Андресюк Борис Павлович","19.2.1956"
3,"Аніщук Володимир Васильович","9.12.1943"
3,"Аннєнков Єгор Іванович","3.5.1941"
3,"Антоньєва Ганна Петрівна","29.8.1961"
3,"Арабаджи Володимир Васильович","4.4.1950"
3,"Асадчев Валерій Михайлович","14.7.1953"
3,"Бабич Валерій Георгійович","25.8.1953"
3,"Бабурін Олексій Васильович","11.1.1949"
3,"Бакай Ігор Михайлович","17.11.1963"
3,"Балашов Геннадій Вікторович","20.2.1961"
3,"Бандурка Олександр Маркович","24.4.1937"
3,"Баранчик Іван Іванович","1.2.1951"
3,"Баулін Павло Борисович","23.11.1948"
3,"Безсмертний Роман Петрович","15.11.1965"
3,"Безугла Людмила Яківна","1.1.1946"
3,"Бережний Віктор Григорович","23.2.1947"
3,"Беспалий Борис Якович","25.5.1953"
3,"Белоусова Ірина Анатоліївна","10.7.1954"
3,"Білас Іван Григорович","9.5.1953"
3,"Білик Анатолій Григорович","19.4.1951"
3,"Біловол Олександр Миколайович","1962"
3,"Білорус Олег Григорович","14.10.1939"
3,"Білоус Артур Олександрович","7.1.1968"
3,"Блохін Олег Володимирович","5.11.1952"
3,"Богатиренко Анатолій Андрійович","28.5.1953"
3,"Богатирьова Раїса Василівна","6.1.1953"
3,"Богословська Інна Германівна","5.8.1960"
3,"Бойко Богдан Федорович","29.9.1954"
3,"Бойчук Іван Васильович","21.10.1951"
3,"Бокий Іван Сидорович","20.2.1942"
3,"Бондаренко Володимир Дмитрович","4.12.1952"
3,"Бондаренко Олена Федорівна","13.2.1955"
3,"Бондарчук Олександр Васильович","30.9.1957"
3,"Борзих Олександр Іванович","26.5.1950"
3,"Борзов Валерій Пилипович","20.10.1949"
3,"Бортник Володимир Федорович","26.1.1949"
3,"Борщевський Віктор Валентинович","2.1.1951"
3,"Бродський Михайло Юрійович","5.4.1959"
3,"Буждиган Пилип Пилипович","20.6.1952"
3,"Буйко Георгій Володимирович","21.8.1947"
3,"Буряк Сергій Васильович","1.4.1966"
3,"Варбанець Іван Михайлович","1943"
3,"Василенко Анатолій Стефанович","3.9.1944"
3,"Васильєв Геннадій Андрійович","3.10.1953"
3,"Ващук Катерина Тимофіївна","20.1.1947"
3,"Ведмідь Аліна Петрівна","28.6.1940"
3,"Вінський Йосип Вікентійович","2.1.1956"
3,"Вітренко Наталія Михайлівна","28.12.1951"
3,"Власов Володимир Дмитрович","13.3.1950"
3,"Волков Олександр Михайлович","1948"
3,"Волковський Анатолій Пилипович","11.10.1938"
3,"Волок Анатолій Михайлович","1951"
3,"Габер Микола Олександрович","29.10.1960"
3,"Гаврилов Ігор Олександрович","27.3.1955"
3,"Гавриш Степан Богданович","2.1.1952"
3,"Гадяцький Леонід Миколайович","1961"
3,"Гаркуша Олексій Миколайович","16.2.1952"
3,"Гінзбург Ольга Петрівна","1953"
3,"Глухівський Лев Йосипович","28.10.1942"
3,"Гмиря Сергій Петрович","26.1.1954"
3,"Гнатюк Дмитро Михайлович","28.3.1925"
3,"Головатий Сергій Петрович","29.5.1954"
3,"Голуб Олександр Володимирович","19.7.1967"
3,"Горбатов Валерій Миронович","27.6.1955"
3,"Горбачов Віктор Сергійович","23.1.1961"
3,"Горошкевич Олександр Сергійович","8.3.1964"
3,"Гошовська Валентина Андріївна","19.1.1948"
3,"Грачев Олег Олексійович","27.8.1950"
3,"Григорович Лілія Степанівна","12.9.1957"
3,"Гриневецький Сергій Рафаїлович","25.9.1957"
3,"Губський Богдан Володимирович","30.3.1963"
3,"Гудима Олександр Миколайович","26.6.1950"
3,"Гурвіц Едуард Йосипович","30.1.1948"
3,"Гуренко Станіслав Іванович","30.5.1936"
3,"Гуров Вадим Миколайович","22.2.1937"
3,"Гусак Леонід Гаврилович","29.8.1939"
3,"Гуцол Михайло Васильович","30.6.1951"
3,"Давидов Володимир Васильович","27.1.1947"
3,"Дайнеко Леонід Іванович","14.1.1935"
3,"Данильчук Олександр Юрійович","17.10.1959"
3,"Дашутін Григорій Петрович","9.4.1963"
3,"Дворкіс Дмитро Володимирович","1945"
3,"Деркач Андрій Леонідович","19.8.1967"
3,"Джемілєв Мустафа","13.11.1943"
3,"Джоджик Ярослав Іванович","9.1.1960"
3,"Діброва Валерій Григорович","1953"
3,"Діяк Іван Васильович","1929"
3,"Довганчин Григорій Васильович","1.2.1948"
3,"Довгань Костянтин Васильович","1954"
3,"Довгань Сергій Васильович","6.3.1952"
3,"Долженко Геннадій Петрович","14.1.1940"
3,"Доманський Анатолій Іванович","1939"
3,"Донець Наталія Григорівна","1957"
3,"Донченко Юрій Григорович","18.10.1953"
3,"Дорогунцов Сергій Іванович","22.9.1929"
3,"Драголюнцев Анатолій Дмитрович","1938"
3,"Драч Іван Федорович","17.10.1936"
3,"Дроботов Анатолій Іванович","21.5.1951"
3,"Друзюк Світлана Олександрівна","1949"
3,"Єдін Олександр Йосипович","17.5.1960"
3,"Єльчанінов Володимир Сергійович","1959"
3,"Єльяшкевич Олександр Сергійович","29.6.1965"
3,"Ємець Олександр Іванович","1.1.1959"
3,"Єрмак Анатолій Васильович","5.8.1955"
3,"Єрохін Олександр Вікторович","1963"
3,"Єськов Валентин Андрійович","12.8.1948"
3,"Єхануров Юрій Іванович","23.8.1948"
3,"Єщенко Володимир Миколайович","25.8.1949"
3,"Жеваго Костянтин Валентинович","1974"
3,"Жежук Наталія Сергіївна","1977"
3,"Жердицький Віктор Юстимович","7.12.1957"
3,"Жир Олександр Олександрович","11.12.1957"
3,"Жовтіс Олександр Ігорович","1956"
3,"Жовтяк Євген Дмитрович","19.3.1961"
3,"Журавський Віталій Станіславович","8.5.1955"
3,"Задорожна Тетяна Андріївна","1954"
3,"Задорожній Олександр Вікторович","1960"
3,"Заєць Володимир Володимирович","1960"
3,"Заєць Іван Олександрович","5.7.1952"
3,"Заклунна Валерія Гавриїлівна","1942"
3,"Заплатинський Володимир Михайлович","1951"
3,"Зарубінський Олег Олександрович","1963"
3,"Засуха Тетяна Володимирівна","1964"
3,"Зачосов Вадим Олександрович","23.7.1941"
3,"Зварич Роман Михайлович","1953"
3,"Звонарж Андрій Юрійович","2.1.1976"
3,"Звягільський Юхим Леонідович","20.2.1933"
3,"Зінченко Олександр Олексійович","1957"
3,"Зубов Валентин Сергійович","1946"
3,"Іванов Валерій Геннадійович","24.12.1947"
3,"Іванов Сергій Анатолійович","21.1.1952"
3,"Іоффе Юлій Якович","10.12.1940"
3,"Іщенко Олег Іванович","10.10.1956"
3,"Іщенко Олексій Максимович","29.9.1951"
3,"Калінчук Василь Антонович","1941"
3,"Кармазін Юрій Анатолійович","21.9.1957"
3,"Карпов Олександр Миколайович","1.12.1949"
3,"Кафарський Володимир Іванович","28.8.1949"
3,"Квят Вячеслав Петрович","7.8.1960"
3,"Квятковський Ігор Васильович","9.4.1953"
3,"Кендзьор Ярослав Михайлович","12.7.1941"
3,"Кирил Володимир Олексійович","20.6.1950"
3,"Кириленко В’ячеслав Анатолійович","7.6.1968"
3,"Кириленко Іван Григорович","2.10.1956"
3,"Кирильчук Євген Іванович","3.10.1940"
3,"Кириченко Микола Олексійович","6.3.1959"
3,"Кириченко Сергій Олександрович","19.5.1961"
3,"Кирюшин Ігор Володимирович","19.11.1958"
3,"Ківалов Сергій Васильович","1.5.1954"
3,"Кінах Анатолій Кирилович","4.8.1954"
3,"Кірімов Іван Захарович","21.1.1943"
3,"Кіяшко Сергій Миколайович","7.8.1954"
3,"Клочко Марія Олександрівна","3.9.1949"
3,"Ключковський Юрій Богданович","18.7.1949"
3,"Ковалко Михайло Петрович","24.9.1944"
3,"Коваль Вячеслав Станіславович","1945"
3,"Ковач Микола Миколайович","8.4.1967"
3,"Кожевников Борис Михайлович","23.7.1947"
3,"Кожин Борис Борисович","25.9.1944"
3,"Козак Ярослав Іванович","26.5.1944"
3,"Коліушко Ігор Борисович","18.6.1965"
3,"Коломойцев-Рибалка Валерій Едуардович","28.11.1964"
3,"Кондратевський Сергій Михайлович","3.9.1965"
3,"Кондратенко Анатолій Іванович","16.11.1940"
3,"Коновалюк Валерій Ілліч","31.8.1966"
3,"Кононенко Юрій Савич","5.8.1955"
3,"Кононов Віталій Миколайович","2.4.1950"
3,"Константинов Євген Семенович","2.5.1937"
3,"Корнійчук Ігор Володимирович","29.11.1962"
3,"Король Віктор Миколайович","3.3.1948"
3,"Корчинський Анатолій Іванович","2.10.1952"
3,"Косаківський Леонід Григорович","21.1.1950"
3,"Косів Михайло Васильович","28.11.1934"
3,"Костенко Юрій Іванович","12.6.1951"
3,"Костинюк Богдан Іванович","6.9.1958"
3,"Костицький Василь Васильович","20.6.1956"
3,"Костржевський Денис Борисович","29.10.1968"
3,"Костусєв Олексій Олексійович","29.6.1954"
3,"Кочерга Віктор Герасимович","13.10.1939"
3,"Кощинець Василь Васильович","1.2.1950"
3,"Кравченко Микола Васильович","24.10.1945"
3,"Кравчук Леонід Макарович","10.1.1934"
3,"Красняков Євген Васильович","25.7.1960"
3,"Кремень Василь Григорович","1947"
3,"Креч Едуард Едуардович","6.6.1948"
3,"Криворучко Юрій Зеновійович","14.7.1966"
3,"Кривошея Сергій Вікторович","6.12.1959"
3,"Крук Юрій Борисович","2.6.1941"
3,"Круценко Василь Якович","13.9.1940"
3,"Крючков Георгій Корнійович","20.10.1929"
3,"Кузнєцов Олександр Борисович","26.10.1953"
3,"Кузнєцов Павло Сергійович","1.3.1954"
3,"Кулик Олександр Васильович","26.9.1953"
3,"Кульчинський Микола Георгійович","1947"
3,"Куньов Іван Павлович","1.11.1935"
3,"Курикін Сергій Іванович","1.6.1959"
3,"Кухарчук Микола Андрійович","5.8.1952"
3,"Кухарчук Олег Сергійович","2.5.1948"
3,"Кучеренко Валерій Михайлович","20.3.1948"
3,"Кучеренко Олексій Юрійович","3.4.1961"
3,"Кушнір Олександр Дмитрович","1.9.1946"
3,"Кушніров Микола Олександрович","20.8.1945"
3,"Лавриненко Микола Федорович","7.12.1948"
3,"Лавринович Олександр Володимирович","28.6.1956"
3,"Лазаренко Павло Іванович","23.1.1953"
3,"Лантух Василь Іванович","1.3.1954"
3,"Ларін Сергій Миколайович","1.1.1962"
3,"Левцун Володимир Іванович","14.6.1952"
3,"Левченко Анатолій Іванович","11.4.1950"
3,"Лешан Євген Анатолійович","16.11.1975"
3,"Лєщинський Олександр Олегович","2.3.1964"
3,"Лимар Наталія Олексіївна","5.6.1958"
3,"Литвак Олег Михайлович","28.8.1949"
3,"Литюк Анатолій Іванович","2.8.1949"
3,"Лісогорський Олексій Іванович","17.2.1954"
3,"Луценко Віталій Іванович","15.8.1937"
3,"Лютікова Ірина Ігорівна","26.8.1965"
3,"Мазур Олена Анатоліївна","23.1.1960"
3,"Мазуренко Володимир Іванович","1.12.1954"
3,"Макеєнко Володимир Володимирович","17.8.1965"
3,"Малєвський Олександр Тихонович","9.9.1944"
3,"Малолітко Іван Федорович","19.7.1943"
3,"Мангул Анатолій Ілліч","24.8.1952"
3,"Манчуленко Георгій Манолійович","20.3.1963"
3,"Марамзін Федір Андрійович","16.9.1939"
3,"Марковська Ніна Степанівна","18.10.1947"
3,"Мармазов Євген Васильович","14.6.1938"
3,"Мартиненко Микола Володимирович","12.1.1961"
3,"Мартиновський Валерій Павлович","27.12.1955"
3,"Мартинюк Адам Іванович","16.8.1950"
3,"Марченко Володимир Романович","22.10.1953"
3,"Марченко Олексій Андрійович","14.6.1955"
3,"Марчук Євген Кирилович","28.1.1941"
3,"Масенко Олександр Миколайович","3.2.1949"
3,"Матвєєв Валентин Григорович","28.3.1943"
3,"Матвєєв Володимир Йосипович","24.7.1943"
3,"Матвієнко Анатолій Сергійович","23.3.1953"
3,"Матвієнков Сергій Анатолійович","16.11.1957"
3,"Медведчук Віктор Володимирович","7.8.1954"
3,"Мельник Петро Володимирович","18.6.1957"
3,"Мельников Орест Борисович","7.10.1943"
3,"Мельнічук Сергій Іванович","30.8.1967"
3,"Мигович Іван Іванович","17.9.1942"
3,"Миримський Лев Юлійович","2.4.1960"
3,"Мироненко Віктор Андрійович","1.11.1946"
3,"Мичко Микола Іванович","17.4.1948"
3,"Місюра Вадим Ярославович","23.9.1962"
3,"Мішура Валерій Дмитрович","5.11.1941"
3,"Мкртчян Юрік Степанович","1939"
3,"Мовчан Павло Михайлович","13.7.1939"
3,"Моісеєнко Володимир Миколайович","24.1.1956"
3,"Мокроусов Анатолій Олексійович","14.4.1943"
3,"Молчанов Борис Якович","8.5.1949"
3,"Мороз Анатолій Миколайович","30.4.1949"
3,"Мороз Олександр Олександрович","29.2.1944"
3,"Морозов Анатолій Петрович","16.8.1955"
3,"Москвін Сергій Олександрович","10.6.1954"
3,"Мусієнко Іван Михайлович","13.2.1943"
3,"Мухін Володимир Васильович","28.6.1949"
3,"Наливайко Анатолій Михайлович","21.11.1956"
3,"Насалик Ігор Степанович","25.11.1962"
3,"Настенко Олександр Анатолійович","1.2.1956"
3,"Нечипорук Володимир Павлович","18.1.1949"
3,"Ніколаєнко Станіслав Миколайович","9.2.1956"
3,"Новик Анатолій Матвійович","17.7.1949"
3,"Олійник Борис Ілліч","22.10.1935"
3,"Омеліч Віктор Семенович","24.9.1941"
3,"Омельченко Григорій Омелянович","4.5.1951"
3,"Онопенко Василь Васильович","10.4.1949"
3,"Онуфрійчук Михайло Якович","15.4.1945"
3,"Оплачко Володимир Миколайович","21.10.1947"
3,"Осташ Ігор Іванович","4.8.1959"
3,"Охріменко Костянтин Олександрович","23.2.1949"
3,"Павленко Сергій Григорович","21.5.1956"
3,"Павличко Дмитро Васильович","28.9.1929"
3,"Павловський Михайло Антонович","13.3.1942"
3,"Панасовський Олег Григорович","8.5.1940"
3,"Парубок Омелян Никонович","21.1.1940"
3,"Пасечна Людмила Яківна","16.7.1948"
3,"Пасєка Микола Сергійович","18.5.1946"
3,"Пашковський Леонід Борисович","15.8.1959"
3,"Пейгалайнен Анатолій Володимирович","28.11.1945"
3,"Пересунько Сергій Іванович","2.12.1952"
3,"Песоцький Микола Федорович","7.5.1956"
3,"Петренко Володимир Оникійович","21.4.1947"
3,"Петренко Дмитро Дмитрович","24.5.1951"
3,"Петров Віктор Борисович","24.12.1947"
3,"Петров Олег Володимирович","20.8.1960"
3,"Пилипчук Ігор Мар’янович","23.4.1961"
3,"Пинзеник Віктор Михайлович","15.4.1954"
3,"Писаренко Анатолій Аркадійович","2.3.1944"
3,"Пінчук Віктор Михайлович","14.12.1960"
3,"Плужніков Ігор Олександрович","9.9.1958"
3,"Плютинський Володимир Антонович","4.5.1927"
3,"Плющ Іван Степанович","11.9.1941"
3,"Подгорний Сергій Петрович","8.3.1956"
3,"Подобєдов Сергій Миколайович","29.6.1956"
3,"Покотило Ніна Олексіївна","26.3.1947"
3,"Поліщук Олег Вікторович","21.7.1968"
3,"Полюхович Іван Павлович","11.3.1954"
3,"Поляков Сергій Васильович","23.1.1953"
3,"Понеділко Віктор Іванович","22.3.1949"
3,"Пономаренко Георгій Григорович","15.12.1939"
3,"Попеску Іван Васильович","16.4.1964"
3,"Попов Георгій Дмитрович","18.6.1946"
3,"Порошенко Петро Олексійович","26.9.1965"
3,"Потімков Сергій Юрійович","11.12.1954"
3,"Правденко Сергій Макарович","29.4.1949"
3,"Проценко Валентина Василівна","11.12.1948"
3,"Пустовойтов Володимир Сергійович","1.8.1948"
3,"Пухкал Олександр Григорович","15.10.1948"
3,"Пхиденко Станіслав Семенович","18.9.1941"
3,"Развадовський Віктор Йосипович","3.6.1959"
3,"Райковський Броніслав Станіславович","21.2.1957"
3,"Ратушний Михайло Ярославович","18.8.1962"
3,"Раханський Анатолій Варфоломійович","30.6.1939"
3,"Ременюк Олексій Іванович","12.1.1956"
3,"Ржавський Олександр Миколайович","30.1.1959"
3,"Рибак Володимир Васильович","3.10.1946"
3,"Рись Сергій Миколайович","13.7.1958"
3,"Роєнко Віктор Григорович","8.4.1949"
3,"Романчук Петро Миколайович","13.4.1957"
3,"Ромовська Зорислава Василівна","18.9.1940"
3,"Рябікін Павло Борисович","1965"
3,"Рябченко Олександр Володимирович","25.8.1953"
3,"Савенко Михайло Михайлович","17.11.1949"
3,"Салигін Васілій Вікторовіч","2.6.1957"
3,"Салій Іван Миколайович","2.11.1943"
3,"Самойленко Юрій Іванович","26.7.1949"
3,"Самойлик Катерина Семенівна","20.12.1951"
3,"Сас Сергій Володимирович","7.8.1957"
3,"Сафронов Станіслав Олександрович","17.6.1956"
3,"Сахно Юрій Петрович","27.3.1954"
3,"Сацюк Володимир Миколайович","11.3.1963"
3,"Свирида Олександр Миколайович","8.7.1967"
3,"Семенюк Валентина Петрівна","4.6.1957"
3,"Семиноженко Володимир Петрович","9.6.1950"
3,"Сергієнко Олександр Іванович","19.10.1947"
3,"Сидорчук Михайло Юрійович","4.8.1951"
3,"Сизенко Юрій Павлович","19.1.1956"
3,"Симоненко Петро Миколайович","1.8.1952"
3,"Синенко Світлана Іванівна","9.1.1964"
3,"Сирота Михайло Дмитрович","17.7.1956"
3,"Ситник Костянтин Меркурійович","3.6.1926"
3,"Сігал Євген Якович","9.5.1955"
3,"Сімонов Володимир Дмитрович","27.9.1947"
3,"Сінченко Сергій Григорович","5.10.1946"
3,"Сінько Василь Данилович","5.10.1939"
3,"Сіренко Василь Федорович","11.11.1941"
3,"Слободян Олександр В’ячеславович","21.2.1956"
3,"Смірнов Євген Леонідович","9.1.1947"
3,"Снігач Андрій Прокопович","20.6.1948"
3,"Сокерчак Вячеслав Михайлович","25.1.1947"
3,"Соломатін Юрій Петрович","3.7.1937"
3,"Сопрун Сергій Іванович","23.4.1967"
3,"Спіженко Юрій Прокопович","6.6.1950"
3,"Станков Анатолій Кирилович","14.6.1942"
3,"Старинець Олександр Георгійович","16.3.1970"
3,"Степанов Михайло Володимирович","27.3.1952"
3,"Степура Владислав Сергійович","21.3.1938"
3,"Стецьків Тарас Степанович","7.4.1964"
3,"Стецько Ярослава Йосипівна","14.5.1920"
3,"Стоженко Володимир Якович","20.4.1942"
3,"Стоян Олександр Миколайович","2.5.1943"
3,"Стрижко Леонід Петрович","18.8.1948"
3,"Строгов Анатолій Никандрович","19.10.1934"
3,"Супрун Людмила Павлівна","7.1.1965"
3,"Суркіс Григорій Михайлович","9.9.1949"
3,"Суслов Віктор Іванович","25.2.1955"
3,"Сухий Ярослав Михайлович","1951"
3,"Сушкевич Валерій Михайлович","1954"
3,"Табачник Дмитро Володимирович","26.11.1963"
3,"Танасов Сергій Іванович","6.8.1955"
3,"Танюк Леонід Степанович","8.7.1938"
3,"Таран Віктор Васильович","9.7.1941"
3,"Тарасюк Ігор Григорович","1.1.1967"
3,"Терентюк Олександр Миколайович","1957"
3,"Терещук Василь Васильович","1.12.1957"
3,"Терьохін Сергій Анатолійович","29.9.1963"
3,"Тимошенко Юлія Володимирівна","27.11.1960"
3,"Тихонов Сергій Андріянович","13.4.1961"
3,"Тищенко Павло Васильович","3.1.1951"
3,"Тігіпко Сергій Леонідович","1960"
3,"Тіщенко Олександр Васильович","21.2.1950"
3,"Ткаленко Іван Іванович","17.4.1955"
3,"Ткаченко Олександр Миколайович","7.3.1939"
3,"Ткачук Василь Михайлович","10.12.1933"
3,"Ткачук Віктор Артурович","3.9.1965"
3,"Толочко Петро Петрович","21.2.1938"
3,"Тропін Володимир Ілліч","14.12.1950"
3,"Трофименко Лариса Сергіївна","15.2.1950"
3,"Турчинов Олександр Валентинович","31.3.1964"
3,"Туш Михайло Никифорович","9.10.1943"
3,"Тягнибок Олег Ярославович","7.11.1968"
3,"Удовенко Геннадій Йосипович","22.6.1931"
3,"Устенко Петро Іванович","4.8.1960"
3,"Федоренко Любов Петрівна","8.5.1949"
3,"Федорин Ярослав Володимирович","1.6.1955"
3,"Фесенко Костянтин Григорович","22.5.1947"
3,"Фіалковський Володимир Олександрович","14.7.1965"
3,"Філенко Володимир Пилипович","11.10.1955"
3,"Філіпчук Георгій Георгійович","19.12.1950"
3,"Франчук Анатолій Романович","8.9.1935"
3,"Франчук Ігор Анатолійович","6.7.1968"
3,"Фурдичко Орест Іванович","10.10.1952"
3,"Хазан Віктор Борисович","18.3.1947"
3,"Хара Василь Георгійович","11.9.1947"
3,"Хмельницький Василь Іванович","10.9.1966"
3,"Хмельовий Анатолій Петрович","17.1.1952"
3,"Хорошковський Валерій Іванович","1.1.1969"
3,"Хунов Анатолій Ісмаїлович","25.3.1940"
3,"Цехмістренко Віталій Григорович","1.6.1965"
3,"Цибенко Петро Степанович","5.6.1949"
3,"Цушко Василь Петрович","1.2.1963"
3,"Чаговець Василь Миколайович","6.8.1948"
3,"Чайка Віктор Володимирович","17.1.1962"
3,"Чародєєв Олександр Васильович","24.8.1955"
3,"Чекалін Володимир Миколайович","29.2.1948"
3,"Червоній Василь Михайлович","24.8.1958"
3,"Черенков Олександр Павлович","30.9.1954"
3,"Череп Валерій Іванович","23.3.1940"
3,"Черепков Володимир Федорович","8.4.1947"
3,"Черненко Віталій Григорович","11.2.1945"
3,"Чернічко Олександр Михайлович","17.11.1948"
3,"Черновецький Леонід Михайлович","25.11.1951"
3,"Черняк Володимир Кирилович","26.10.1941"
3,"Чивюк Микола Васильович","24.8.1964"
3,"Чиж Іван Сергійович","1.5.1952"
3,"Чичканов Сергій Владленович","16.4.1952"
3,"Чичков Валерій Михайлович","26.4.1949"
3,"Чікал Адам Васильович","18.3.1947"
3,"Чобіт Дмитро Васильович","19.2.1952"
3,"Чорновіл Вячеслав Максимович","1.1.1938"
3,"Чорновіл Тарас Вячеславович","1964"
3,"Чорноволенко Олександр Віленович","28.3.1955"
3,"Чубаров Рефат Абдурахманович","22.9.1957"
3,"Чубатенко Олександр Миколайович","11.11.1960"
3,"Чукмасов Сергій Олександрович","7.8.1955"
3,"Шаров Ігор Федорович","10.8.1961"
3,"Шевченко Віталій Федорович","23.6.1954"
3,"Шевчук Олег Борисович","1968"
3,"Шевчук Сергій Володимирович","17.10.1955"
3,"Шепа Василь Васильович","28.3.1931"
3,"Шеховцов Олексій Дмитрович","10.3.1957"
3,"Шиллер Ростислав Ілліч","1972"
3,"Шило Віталій Васильович","13.3.1937"
3,"Шишкін Віктор Іванович","14.3.1953"
3,"Шмаров Валерій Миколайович","14.8.1945"
3,"Шмідт Роман Михайлович","20.4.1951"
3,"Шпак Олександр Григорович","3.1.1952"
3,"Шпиг Федір Іванович","30.1.1956"
3,"Шпігало Володимир Єрофійович","23.8.1933"
3,"Штепа Валерій Дмитрович","13.5.1946"
3,"Штепа Наталія Петрівна","16.11.1951"
3,"Шуфрич Нестор Іванович","1.1.1966"
3,"Шушкевич Володимир Григорович","25.4.1965"
3,"Щербань Володимир Петрович","26.1.1950"
3,"Юхимець Ольга Федорівна","8.10.1948"
3,"Юхновський Ігор Рафаїлович","1.4.1925"
3,"Юхновський Олег Іванович","17.9.1962"
3,"Юшко Ігор Олегович","21.8.1961"
3,"Ющик Олексій Іванович","27.10.1947"
3,"Яковенко Леонід Олександрович","1946"
3,"Яковенко Олександр Миколайович","25.8.1952"
3,"Янковський Микола Андрійович","12.8.1944"
3,"Яценко Володимир Михайлович","3.4.1951"
4,"Євдокимов Валерій Олександрович","15.7.1941"
4,"Єдін Олександр Йосипович","17.5.1960"
4,"Єремеєв Ігор Миронович","3.4.1968"
4,"Єхануров Юрій Іванович","23.8.1948"
4,"Єщенко Володимир Миколайович","25.8.1949"
4,"Іванов Сергій Анатолійович","21.1.1952"
4,"Іванчо Іван Васильович","4.7.1946"
4,"Івченко Олексій Григорович","2.1.1963"
4,"Ігнатенко Павло Миколайович","2.6.1973"
4,"Іоффе Юлій Якович","10.12.1940"
4,"Ісаєв Леонід Олексійович","17.4.1937"
4,"Абдуллін Олександр Рафкатович","29.6.1962"
4,"Авраменко Володимир Федорович","18.4.1959"
4,"Акопян Валерій Григорович","20.7.1958"
4,"Алексєєв Ігор Вікторович","10.1.1960"
4,"Александровська Алла Олександрівна","7.12.1948"
4,"Альошин Валерій Борисович","1.1.1957"
4,"Анісімов В’ячеслав Олександрович","4.3.1955"
4,"Аніщук Володимир Васильович","9.12.1943"
4,"Анастасієв Валентин Олексійович","22.2.1925"
4,"Андресюк Борис Павлович","19.2.1956"
4,"Антемюк Віктор Дмитрович","10.4.1963"
4,"Антоньєва Ганна Петрівна","29.8.1961"
4,"Артеменко Юрій Анатолійович","28.2.1963"
4,"Асадчев Валерій Михайлович","14.7.1953"
4,"Астров-Шумілов Геннадій Костянтинович","13.9.1937"
4,"Атрошенко Владислав Анатолійович","5.12.1968"
4,"Біловол Олександр Миколайович","11.1.1962"
4,"Білозір Оксана Володимирівна","30.5.1957"
4,"Білорус Олег Григорович","14.10.1939"
4,"Бірюк Лев Васильович","31.5.1946"
4,"Бабурін Олексій Васильович","11.1.1949"
4,"Баграєв Микола Георгійович","19.6.1964"
4,"Байсаров Леонід Володимирович","19.6.1947"
4,"Балога Віктор Іванович","15.6.1963"
4,"Бандурка Олександр Маркович","24.4.1937"
4,"Баранівський Олександр Петрович","28.3.1955"
4,"Бартків Василь Павлович","30.3.1967"
4,"Бастрига Іван Михайлович","27.12.1937"
4,"Бауер Михайло Йозефович","8.11.1952"
4,"Бахтеєва Тетяна Дмитрівна","27.11.1953"
4,"Безсмертний Роман Петрович","15.11.1965"
4,"Беспалий Борис Якович","25.5.1953"
4,"Беспалов Олег Павлович","6.11.1949"
4,"Бичков Сергій Анатолійович","21.7.1961"
4,"Блохін Олег Володимирович","5.11.1952"
4,"Богатирьова Раїса Василівна","6.1.1953"
4,"Бойко Віктор Олексійович","6.7.1961"
4,"Бойко Володимир Семенович","20.9.1938"
